annual_income_lakhs,debt_to_income,credit_history_months,num_open_accounts,num_defaults,loan_amount_lakhs,employment_years,home_ownership,credit_score_band,target
23.47,0.8534,0,0,2,0.5,0,0,900,1
4.82,0.0,56,8,2,12.11,14,0,386,0
1.0,0.0,152,2,5,40.87,5,0,480,0
15.78,0.0061,210,7,3,11.26,16,1,653,1
1.0,0.135,142,6,1,21.69,6,0,738,0
37.7,0.0,76,7,4,0.5,24,1,399,0
30.61,0.0,63,5,0,32.35,10,1,396,1
30.25,0.3964,0,5,3,0.5,0,0,900,1
16.95,0.0,12,2,4,37.19,26,0,484,0
1.0,0.2708,73,4,1,17.34,9,0,787,1
24.18,0.0,115,0,3,33.98,9,1,438,0
24.88,0.0,10,0,2,13.61,11,0,643,0
23.31,0.4496,8,4,0,0.5,5,0,900,1
27.47,0.0056,0,3,1,5.98,5,0,811,1
1.0,0.0,37,0,3,27.68,23,0,455,0
1.0,0.6643,127,1,4,8.03,2,0,730,0
11.89,0.0156,49,0,0,13.05,10,0,723,1
23.01,0.804,0,8,0,0.5,2,0,736,0
25.76,0.1029,0,4,4,4.94,0,0,699,1
1.0,0.7915,57,4,1,4.52,10,0,797,0
17.86,0.5562,121,0,2,0.5,0,1,584,1
1.56,0.8582,118,1,7,0.5,2,0,784,1
5.48,0.4701,126,7,3,17.32,4,0,900,1
34.26,0.0,27,8,0,19.04,10,0,550,0
8.22,0.0,116,2,1,28.35,17,1,502,0
26.3,0.0,132,3,2,33.35,10,1,512,0
23.0,0.0,115,6,3,4.15,28,0,562,0
27.3,0.0,42,5,0,13.43,10,1,436,0
4.78,0.0,152,4,3,19.06,9,0,804,0
42.16,0.0,0,6,3,4.63,0,0,839,1
4.94,0.9341,135,2,1,0.5,2,0,800,1
10.28,0.0,159,4,3,23.5,5,1,578,0
31.93,0.1955,62,8,2,0.5,0,0,742,1
27.88,0.0,67,1,3,16.57,7,1,466,0
15.34,0.597,6,9,0,0.5,7,0,874,1
8.98,0.0,75,4,3,32.24,12,0,561,0
1.0,0.0,194,4,1,37.61,25,0,803,0
23.58,0.6439,64,2,1,0.5,5,0,900,1
10.77,0.0,118,3,1,0.5,21,0,671,0
1.0,0.7785,179,5,1,10.62,5,1,723,0
41.16,0.0,57,5,3,39.87,6,0,595,0
10.85,0.4518,116,4,0,0.5,6,1,382,0
5.55,0.0,133,6,3,31.21,11,0,306,0
20.85,0.0,50,4,0,19.69,11,0,464,1
31.43,0.0,127,5,0,1.31,18,1,601,0
1.0,0.7254,157,4,0,6.18,2,0,792,0
19.7,0.0,37,5,1,12.55,13,0,739,1
1.0,0.5996,90,4,1,25.09,8,0,900,1
15.32,0.0,81,6,0,28.98,13,0,702,0
10.66,0.0,5,8,2,8.11,31,1,416,0
17.31,0.0,118,4,0,27.93,14,0,507,0
15.44,0.0,138,4,2,30.93,13,0,300,0
1.0,0.2023,16,4,1,16.88,17,0,706,1
9.38,0.0,131,2,1,9.46,13,0,312,0
31.49,0.0,78,9,0,16.39,13,1,467,0
12.0,0.0441,125,3,1,0.5,18,0,637,0
1.0,0.2113,159,2,4,27.95,7,1,634,0
15.69,0.0,76,2,0,15.16,16,1,638,0
24.0,0.2903,0,6,2,10.32,2,1,768,1
8.84,0.9877,109,2,1,0.5,0,1,662,1
12.05,0.2548,37,1,2,11.96,3,1,701,0
21.15,0.4601,5,4,4,0.8,0,0,868,1
25.94,0.0,104,6,4,36.02,3,1,489,0
14.74,0.164,86,7,1,13.4,0,0,625,1
23.87,0.0,45,4,3,19.16,1,0,492,0
12.78,0.2286,3,0,1,12.84,27,0,762,0
16.29,0.0,90,4,4,30.92,8,0,562,0
14.12,0.0,52,0,0,14.23,16,1,430,1
2.24,0.161,56,6,2,9.73,25,0,747,0
40.27,0.0,0,4,0,10.44,12,0,900,1
32.13,0.0,116,1,5,8.44,4,0,633,0
20.33,0.0,103,0,0,1.66,16,0,603,0
20.45,0.4708,74,5,5,14.91,3,1,900,0
23.03,0.0119,30,6,3,11.86,2,0,764,1
25.85,0.4618,31,2,3,0.5,0,0,837,1
10.85,0.1792,11,5,1,7.55,7,0,806,1
2.48,0.1195,85,7,0,16.85,17,0,704,1
5.03,0.0,161,3,0,32.12,13,1,411,0
17.13,0.146,0,6,1,9.32,7,0,770,1
1.0,1.0,121,0,4,5.71,11,0,900,1
1.0,0.2762,105,4,3,16.46,6,0,674,0
29.88,0.0,24,0,1,10.94,17,0,602,0
3.71,0.0718,86,10,1,12.75,11,0,671,0
7.12,0.0,124,0,1,12.1,16,0,681,0
8.95,0.5934,62,5,0,2.17,6,0,843,1
1.0,0.7137,141,4,3,0.5,17,0,686,1
11.58,0.2874,105,3,1,0.5,17,0,620,0
1.0,0.0,120,5,4,23.98,7,1,665,1
15.62,0.5589,81,5,0,0.5,3,0,757,1
7.03,0.6166,117,1,2,0.5,8,1,571,0
15.87,0.0321,71,7,0,10.21,7,0,596,1
19.61,0.0,79,11,4,43.21,9,0,646,0
6.83,0.0,46,6,1,6.14,10,0,757,0
6.36,0.0,195,3,1,7.67,0,0,361,0
1.0,0.0931,133,8,5,27.77,6,0,633,0
1.0,0.0,85,4,3,19.83,15,0,560,0
1.0,0.4823,131,6,4,0.5,24,0,773,1
33.45,0.1922,0,0,1,2.26,1,0,693,1
1.0,0.0,146,2,2,27.02,8,0,485,0
14.53,0.0,64,5,4,29.38,6,0,505,0
6.31,0.7828,44,3,0,0.5,4,0,732,1
16.32,0.0,0,6,1,15.18,0,0,312,1
10.23,0.0,0,1,2,22.21,11,0,867,1
9.63,0.032,1,6,2,31.01,0,0,676,1
1.0,1.0,22,1,1,10.59,21,1,794,0
31.43,0.0,66,4,4,24.63,4,0,862,0
5.96,0.7542,46,6,2,0.5,1,0,820,1
1.0,0.5694,107,1,3,0.5,21,0,822,1
17.59,0.0,138,6,5,50.27,2,1,514,0
7.41,0.0,100,7,2,33.63,11,0,558,0
37.9,0.0,0,0,7,4.81,0,1,756,1
23.85,0.3325,0,3,2,2.35,3,0,840,1
29.55,0.1182,0,4,0,12.34,12,0,900,1
6.54,0.9761,79,5,0,0.5,0,0,746,0
32.94,0.0,80,7,0,5.19,9,1,562,0
21.22,0.0,59,0,1,15.74,16,0,698,0
9.39,0.0,165,3,0,0.5,17,0,647,0
1.0,0.7099,2,8,2,2.33,0,0,686,1
15.61,0.0,82,8,2,14.39,12,1,537,0
1.0,0.7345,73,0,2,2.38,13,0,728,0
35.26,0.0,69,3,0,3.74,14,0,602,0
24.22,0.0,52,2,4,28.6,16,1,799,0
1.0,0.3223,74,5,1,18.53,17,0,843,1
22.17,0.0,93,1,0,46.54,10,0,900,1
7.6,0.0,0,0,2,38.89,16,0,755,1
26.75,0.0,92,8,3,31.5,7,0,529,0
20.13,0.0602,80,0,0,4.31,7,0,816,1
1.0,0.0104,71,6,3,37.21,20,1,867,1
1.0,0.196,132,0,2,25.52,5,0,833,1
32.27,0.0,44,0,0,12.52,13,0,601,0
13.28,0.0,92,8,0,4.56,15,0,603,0
7.72,0.0,79,7,0,16.02,15,0,564,0
1.0,0.4824,85,9,1,0.5,11,0,656,0
25.76,0.0,96,7,2,7.21,9,1,541,0
3.94,0.0,133,8,0,17.98,14,0,485,0
1.0,0.0,112,2,4,38.64,8,0,600,0
13.69,0.0,118,5,1,6.69,10,0,663,0
1.0,0.256,162,5,2,19.86,3,1,698,1
34.67,0.3387,0,0,0,0.5,2,0,768,1
14.86,0.221,104,2,0,0.5,8,0,842,1
16.64,0.0,68,2,5,26.9,18,0,343,0
20.24,0.6222,121,4,4,0.5,6,0,675,1
14.86,0.0,133,1,0,18.85,20,0,591,0
15.34,0.0,139,3,2,25.14,6,0,660,0
3.62,0.0,175,0,0,1.36,19,0,777,0
1.0,0.0,65,7,1,29.94,29,0,839,1
20.63,0.0,48,4,0,44.62,5,0,833,1
5.46,0.0,53,7,4,30.59,14,0,652,0
13.44,0.0,138,3,3,39.38,13,1,600,0
1.0,0.4663,135,2,2,30.2,26,0,900,1
1.0,0.3834,109,3,1,6.01,16,0,537,0
1.0,0.0,132,7,1,17.05,14,0,780,1
35.56,0.0,67,7,4,34.55,1,1,505,0
24.06,0.0,105,3,1,2.5,21,0,606,0
9.29,0.0,157,5,1,24.15,8,1,429,0
31.85,0.0,106,3,2,22.4,13,0,490,0
6.97,0.0,90,7,0,34.0,16,0,877,1
24.2,0.0,112,6,3,18.48,12,0,452,0
1.0,0.3575,85,4,2,14.52,7,1,466,0
3.98,0.8703,69,5,0,0.5,2,0,747,0
16.12,0.1186,0,0,0,13.75,16,0,900,1
5.68,0.0,79,4,0,26.98,13,0,768,1
6.16,0.1673,96,0,0,22.18,15,1,723,0
1.0,1.0,71,1,2,0.5,11,0,869,1
14.95,0.0,120,1,2,17.06,5,0,519,0
19.63,0.0,73,2,1,28.59,22,0,446,0
1.0,0.0,134,0,5,28.62,6,1,614,0
1.0,0.0,131,3,1,13.5,14,0,505,0
8.87,0.0407,0,5,2,22.58,8,0,840,1
14.53,0.0,133,4,1,31.82,11,0,900,1
17.52,0.0,117,3,3,29.93,9,0,671,0
8.76,0.3785,0,4,4,14.3,2,0,900,1
16.83,0.0,0,6,1,13.63,22,0,442,0
6.1,0.1788,125,9,1,21.77,12,0,845,1
16.3,0.0,156,4,1,28.41,13,1,436,0
34.09,0.0,30,6,0,24.36,17,0,533,0
10.97,0.214,141,6,0,16.88,2,1,661,0
1.0,0.4061,106,11,0,19.0,10,0,731,1
1.0,0.6311,139,3,3,3.59,12,0,735,1
1.0,0.139,41,4,2,7.64,25,0,545,0
15.83,0.0231,81,5,2,23.06,6,0,776,1
19.2,0.0,112,0,1,17.5,11,0,300,0
28.66,0.0,133,6,2,29.17,1,0,688,1
21.94,0.0,1,6,3,43.57,32,0,332,0
9.41,0.0,187,8,3,32.53,9,1,648,0
1.0,0.347,125,1,2,24.63,16,0,900,1
17.09,0.0,13,2,3,14.07,16,0,361,0
7.56,0.0,102,3,3,40.31,12,0,482,0
1.0,0.4262,19,13,3,0.5,14,0,774,0
1.0,0.0696,76,0,1,7.27,16,0,593,0
1.0,0.9455,64,2,0,11.68,18,1,790,0
23.04,0.0,151,2,2,11.34,6,0,526,0
21.98,0.0,124,8,1,26.92,13,1,436,1
29.0,0.2181,57,3,2,0.5,0,0,806,1
17.3,0.0,63,3,0,9.93,14,0,628,0
20.52,0.4841,0,6,2,2.0,2,0,790,1
1.0,0.0,66,0,1,15.53,8,0,549,0
31.04,0.0,246,2,1,32.03,15,1,764,1
5.03,0.0,148,0,0,12.01,10,1,569,0
14.59,0.809,82,5,0,0.5,1,0,833,1
1.0,0.8343,143,4,4,10.43,18,0,900,1
1.0,0.428,103,5,0,5.31,2,0,868,0
21.84,0.0,143,4,2,43.71,9,0,900,1
8.79,0.001,166,4,3,23.81,25,0,900,1
10.32,0.0,136,5,3,0.5,12,0,399,0
1.0,0.2235,41,6,1,21.61,7,0,688,1
11.53,0.0,73,9,4,29.78,14,0,416,0
2.22,0.7074,169,2,5,0.5,8,0,604,1
16.8,0.0,37,4,3,7.92,16,0,535,0
11.88,0.0,129,0,1,13.34,15,0,300,0
1.0,0.1404,84,0,0,24.44,18,0,830,1
17.34,0.0,127,3,0,22.79,18,0,559,0
43.76,0.5327,0,10,2,0.5,0,1,806,1
1.0,0.0,64,4,2,26.93,24,0,358,0
20.61,0.0,73,0,0,32.57,14,0,664,1
8.36,0.0,132,2,2,23.81,5,0,642,0
8.13,0.0,109,0,1,26.61,20,0,865,1
1.0,0.1079,152,7,0,13.41,7,0,659,0
30.92,0.0,63,2,1,23.21,14,0,847,0
19.68,0.0,67,3,0,25.95,20,1,707,0
9.3,0.116,129,7,2,22.97,16,1,628,0
25.49,0.0,95,0,2,31.03,8,0,583,0
11.78,0.0,106,1,5,43.24,0,0,515,0
1.0,0.4613,129,0,3,4.55,1,0,710,0
8.58,0.251,197,6,5,35.53,4,1,677,0
4.27,0.3618,60,8,2,7.61,1,1,300,0
21.62,0.0,0,2,2,19.23,7,0,737,0
14.15,0.1776,168,1,3,12.23,12,0,766,1
1.0,0.3954,46,0,0,17.78,21,0,575,0
1.0,1.0,95,4,0,5.91,13,1,838,0
1.0,0.5611,166,5,2,0.5,8,0,673,0
40.48,0.0,48,3,2,41.65,12,0,599,0
26.25,0.0,57,6,0,0.5,16,0,582,0
1.0,0.0,105,2,0,11.16,14,0,553,0
1.0,0.3294,111,0,0,19.22,19,1,777,1
34.64,0.0,27,4,0,19.74,12,0,455,0
1.0,0.0,119,1,2,18.12,20,0,414,0
21.72,0.101,56,5,5,1.72,0,1,673,1
17.25,0.0,48,0,3,20.87,8,0,867,0
1.0,0.402,173,1,2,16.79,7,0,664,0
1.0,0.6437,81,1,1,11.88,17,1,804,0
36.09,0.0,82,0,0,5.59,11,1,503,1
20.02,0.0,104,4,1,20.76,16,0,726,0
1.25,0.0,64,7,2,21.34,8,0,645,0
1.0,0.8344,90,3,4,13.16,14,0,900,1
11.46,0.1494,55,0,1,20.71,0,0,724,1
12.64,0.3808,70,3,0,0.5,6,0,707,1
1.8,0.181,133,3,0,29.36,18,0,900,1
1.0,0.1391,158,3,3,16.9,0,0,830,0
18.62,0.0,136,0,2,27.65,21,0,747,1
38.17,0.3053,77,0,0,0.5,0,0,795,1
4.68,0.1506,65,7,2,6.49,8,0,719,0
1.0,1.0,107,6,3,0.5,13,0,538,1
1.0,0.0,120,2,0,19.44,22,1,346,0
14.26,0.0,97,0,3,25.74,3,0,841,0
21.9,0.0,96,1,2,26.76,12,0,669,0
19.39,0.0,100,2,3,19.75,12,0,560,0
7.14,0.1894,120,7,4,4.78,0,0,900,0
25.86,0.0,10,4,3,10.32,1,0,812,1
1.0,0.0,58,4,0,18.17,18,0,585,0
12.1,0.0445,99,5,0,4.2,14,1,594,0
1.0,0.4738,78,6,0,14.64,10,0,777,0
13.06,0.0,108,3,0,12.53,23,0,716,0
18.42,0.7264,29,3,0,0.5,2,1,703,1
32.11,0.6762,46,1,0,0.5,0,0,839,1
18.58,0.0,75,3,4,27.04,21,1,309,0
22.41,0.5132,0,4,1,0.5,3,0,731,1
1.0,0.5639,27,3,2,10.05,7,0,877,1
3.36,0.1063,0,5,2,20.74,5,0,662,1
1.0,0.0,22,6,0,20.68,21,0,514,0
17.12,0.0293,0,2,1,30.95,16,0,900,1
43.06,0.0,4,5,0,11.23,11,0,504,0
3.34,0.0,118,8,3,9.05,6,0,533,0
10.88,0.0,118,3,2,42.5,16,0,657,0
1.0,0.1815,163,5,3,31.82,5,1,538,0
35.57,0.0,85,7,0,37.54,23,0,613,0
4.42,0.216,115,1,2,0.5,16,1,473,0
10.4,0.1689,95,0,1,0.5,13,0,542,0
20.02,0.0,46,2,8,38.15,13,0,447,0
11.34,0.0,95,1,1,13.27,13,0,505,1
1.0,0.0,57,7,3,44.33,24,0,375,0
3.1,0.0,98,3,2,14.38,13,1,543,0
1.0,0.9249,188,1,0,0.5,13,0,763,0
22.57,0.0,59,5,0,0.5,14,0,619,0
1.0,0.0,105,2,5,37.53,16,0,349,0
1.0,0.0,64,11,3,36.12,17,0,602,0
1.0,1.0,91,10,2,6.51,13,1,882,0
7.94,0.0,107,3,1,12.83,13,0,434,0
8.16,0.4737,130,0,3,22.57,5,0,900,1
34.49,0.0,6,5,0,30.36,18,0,411,0
52.63,0.3464,23,5,0,0.5,0,0,710,1
9.81,0.1155,86,5,2,10.54,9,0,613,1
5.35,0.3652,121,0,0,18.96,10,1,829,1
14.7,0.0,73,0,0,15.87,9,0,629,1
21.57,0.0,27,4,1,40.41,14,0,676,1
33.09,0.0,86,6,0,3.77,6,0,728,1
26.5,0.2224,27,2,3,0.5,0,0,778,1
1.0,0.0,122,8,1,12.56,14,0,473,0
34.41,0.0416,0,10,3,5.98,3,0,816,0
5.62,0.5334,76,0,0,0.5,8,0,852,1
33.29,0.0,74,3,1,26.8,14,1,544,0
1.0,0.4407,9,6,0,13.41,22,0,783,1
1.0,0.0,135,4,0,0.5,20,0,680,1
12.84,0.2018,192,4,2,12.15,7,1,673,1
28.48,0.0,120,0,3,20.83,10,0,775,0
14.45,0.0,118,4,0,13.95,17,0,653,0
26.98,0.4931,0,0,3,0.5,0,0,841,1
7.97,0.0,155,2,5,24.6,0,1,726,0
1.0,0.8817,154,1,4,6.13,12,0,810,0
23.82,0.555,38,3,1,0.5,9,0,900,1
13.04,0.2614,65,3,4,13.91,3,0,488,0
12.07,0.0,58,4,1,22.3,23,0,360,0
1.0,0.435,71,5,0,12.04,11,0,678,1
1.0,0.319,94,5,1,14.8,15,0,831,1
15.85,0.0,118,2,3,40.24,13,0,530,0
33.32,0.0,92,2,1,25.29,17,0,300,0
47.21,0.0,61,4,0,36.28,16,1,531,0
13.12,0.3478,99,5,0,0.54,2,1,522,1
1.0,0.4712,74,6,1,4.76,14,0,744,0
26.72,0.2152,0,1,1,16.95,10,0,900,1
7.46,0.0449,61,0,0,36.81,6,0,886,1
1.0,0.4493,88,4,3,33.65,13,0,900,1
31.03,0.3641,128,3,5,21.83,0,1,659,0
31.02,0.0,27,2,1,26.63,8,1,300,0
26.24,0.0,108,0,4,31.97,4,0,760,1
29.45,0.0,125,5,0,18.46,16,0,590,0
25.54,0.0,78,6,0,12.73,16,0,495,0
1.0,0.0,0,3,3,24.77,19,0,575,1
25.36,0.0,182,3,4,26.13,0,0,517,0
21.18,0.0867,21,2,0,11.81,7,1,516,1
40.7,0.0,0,4,1,40.94,17,0,900,1
40.26,0.0,53,7,2,40.49,9,0,540,0
20.52,0.0,187,3,4,17.95,0,0,605,0
2.21,0.0,147,4,3,17.43,0,0,532,0
31.43,0.0,58,0,0,15.98,18,0,531,0
1.0,0.0,79,1,3,15.35,11,0,603,0
20.46,0.0,97,8,0,8.61,15,1,570,0
13.33,1.0,65,1,3,0.5,0,1,843,1
1.0,0.192,74,5,0,13.83,13,0,838,1
5.98,0.0,81,6,5,33.36,3,0,563,0
24.7,0.1397,140,9,6,43.04,0,1,633,0
1.0,1.0,70,6,3,14.29,22,1,847,0
3.98,0.0,95,2,1,22.31,12,0,434,0
24.44,0.0,117,4,0,6.8,20,0,667,0
2.11,0.0,24,5,1,29.39,15,0,667,0
22.04,0.0,69,2,2,23.8,5,1,457,1
1.0,0.6551,37,4,2,1.51,18,0,708,1
10.1,0.0,98,5,3,35.45,12,0,586,0
21.6,0.0,66,4,1,20.34,13,1,468,1
7.8,0.1227,64,2,3,18.69,6,0,553,0
14.41,0.6135,19,6,1,0.5,6,0,741,0
7.65,0.7562,119,0,3,0.5,0,1,714,0
34.68,0.0,0,6,0,9.78,7,0,844,1
27.44,0.0,61,3,3,32.4,8,1,551,0
18.3,0.6889,9,5,2,0.5,1,0,841,1
15.02,0.0,53,5,1,47.41,14,0,900,1
1.0,0.503,107,1,2,27.73,18,0,900,0
23.45,0.0,15,8,0,32.11,15,0,559,1
18.35,0.0,81,6,2,10.67,24,1,392,0
1.0,0.9296,218,5,4,5.66,5,0,900,1
35.14,0.0,44,8,1,0.69,16,0,476,0
17.91,0.0,101,5,0,27.62,19,0,351,0
37.1,0.0,95,7,0,12.98,17,1,512,0
15.27,0.0,109,5,0,0.69,15,0,756,0
16.73,0.4723,0,5,0,4.67,12,0,900,1
6.81,0.0451,91,0,3,16.42,19,0,878,1
1.0,0.4085,63,6,0,14.45,31,0,900,1
1.0,0.9791,186,3,3,3.17,14,0,900,1
20.91,0.0,135,1,3,0.5,25,0,683,1
21.9,0.0171,186,4,5,13.06,12,0,787,1
4.92,0.3259,145,5,3,25.9,9,1,511,0
12.1,0.0,96,4,0,21.77,13,0,736,1
23.23,0.6976,1,0,0,0.5,0,1,650,0
42.13,0.0,193,3,1,37.83,0,1,611,1
11.11,0.0,73,6,1,0.5,21,0,768,0
1.0,0.8048,21,3,2,15.85,14,0,900,1
1.0,0.0,154,2,0,5.74,16,0,689,1
17.02,0.0748,0,6,0,24.83,19,0,900,1
1.0,0.2529,68,6,0,18.65,16,0,549,0
7.09,0.0,247,0,0,9.67,0,0,466,0
5.5,0.0,157,2,4,25.15,9,0,708,0
6.27,0.2832,168,2,2,7.31,15,1,668,1
27.08,0.0,63,9,3,28.13,3,0,490,0
5.94,0.5901,255,0,5,30.55,12,0,900,1
4.08,0.0,69,5,1,7.86,16,0,443,0
1.0,0.5962,62,3,1,26.37,2,0,900,1
18.61,0.0,81,0,0,7.05,15,0,842,0
3.9,0.3049,115,3,0,27.17,9,0,900,1
24.18,0.8623,17,2,5,0.5,0,1,876,1
23.69,0.0,44,4,1,44.08,19,0,631,0
11.35,0.5702,216,3,3,24.86,0,1,900,1
4.59,0.4114,97,0,1,18.41,4,0,847,1
8.16,0.3122,153,0,2,7.29,9,0,686,1
19.24,0.0,12,0,1,20.01,15,0,865,1
25.34,0.0,119,3,2,0.5,21,0,566,0
1.0,0.4182,57,2,3,20.09,19,0,900,1
11.19,0.0081,33,0,3,17.92,11,0,863,0
15.27,0.0,38,4,1,3.64,25,0,473,0
24.47,0.0,101,0,2,2.04,22,0,617,0
15.39,0.1726,0,3,0,7.47,8,0,738,0
1.0,0.3934,190,8,3,15.81,10,0,629,0
17.91,0.0,118,6,1,0.5,16,0,696,0
27.02,0.0,0,2,3,6.88,2,0,799,1
30.23,0.0,29,1,0,12.72,7,0,692,1
18.31,0.0,78,4,0,0.5,13,0,544,0
13.87,0.0,89,6,0,0.5,14,0,595,0
32.47,0.0,35,7,1,6.68,9,0,577,0
18.07,0.5384,0,3,1,5.2,8,0,900,1
1.0,0.9031,99,6,5,0.5,15,0,767,1
22.8,0.0152,0,3,1,9.71,14,0,810,0
21.46,0.2091,27,8,3,11.67,18,0,900,1
39.48,0.0,75,4,0,27.94,16,0,544,0
1.0,0.3606,0,0,0,21.39,32,0,589,0
16.94,0.0,100,5,3,21.5,11,0,769,0
14.09,0.035,181,6,0,11.49,4,1,621,0
10.64,0.0,55,0,4,31.34,14,0,603,0
20.3,0.1763,209,6,1,27.4,0,1,797,1
11.82,0.0,0,5,2,4.02,11,0,392,1
14.42,0.4129,39,5,1,0.5,6,0,900,1
14.51,0.048,136,6,2,7.52,12,0,742,0
4.66,0.3542,96,0,2,19.81,8,0,900,1
16.78,0.0,126,4,0,18.94,0,1,536,1
